Region,Crop_Type,Temperature,Rainfall,Pesticide_Use,Yield,Soil_Moisture,Humidity,Solar_Radiation,Wind_Speed,Previous_Crop,Fertilizer_Residuals,Pest_Infestation_Severity,Disease_Presence,Pesticide_Effectiveness,Monsoon_Delay,Flood_Occurrence,Temperature_Extremes,Year
Gujarat,Rice,28.227349047653174,629.6728208356362,136.3911131628166,4602.591665697735,31.856691782127868,41.46372836078149,5.609311476660894,10.261544367360997,Wheat,133.25980884084856,5.729136451470159,0,79.16094926436696,13.380363172498747,0,0,2023
Madhya Pradesh,Maize,33.94709755416627,1233.8598987425294,161.93426970580103,4866.3752302226685,23.495078029185102,77.43081645201886,3.370880977971561,13.414944009435468,Soybean,149.99053114598445,8.593704677205238,1,83.97166328880566,1.0615118191535697,0,1,2023
Bihar,Sugarcane,33.449796152471244,1372.8451255489235,435.81253565783487,4159.9907500900135,13.912865850722778,57.237529982871585,3.960081254839744,16.947101078187337,Maize,155.8316817556318,1.909712150490053,0,63.15396122282502,19.15497353230267,0,1,2023
Telangana,Rice,39.355757689649444,1349.067468207459,154.34298859950093,2473.6230493733583,20.12774273323136,48.09973449786893,7.1999911162197145,0.19077908051089887,Soybean,206.5448632311287,5.729136451470159,0,71.47614195648408,9.175720768894148,1,1,2023
Uttar Pradesh,Maize,22.301910138422148,1027.201678791941,296.6227065046664,3836.6567724383253,6.769176350873623,53.041144437897486,6.624563733122198,8.057800621000972,Sugarcane,121.69893229713495,2.8645682257350793,0,72.88128823901948,12.2927975942287,0,1,2023
Chhattisgarh,Rice,21.82194150897601,985.8178849203899,300.8258330749303,2956.1735054420624,33.136887806958114,81.26397079954081,7.473809935062475,18.144863345541573,Wheat,292.3122847056271,6.683992526715185,1,82.51182140833005,0.48209412502215626,0,1,2023
Tamil Nadu,Sugarcane,34.08032963938688,502.88144617241505,268.2916479853972,3484.083680928994,15.320878225435766,74.93994104429741,3.5877862456046827,14.806260616879028,Wheat,202.17105515087522,7.638848601960212,1,71.13929824171157,20.555970449039272,1,0,2023
Telangana,Sugarcane,31.195694196367352,1312.4436353503156,324.56021884721156,4481.279387968016,18.747539701803877,46.33892383086497,7.95111267307537,10.856827486681492,Wheat,149.8504146852834,5.729136451470159,0,63.82594398224027,19.823984125639072,0,0,2023
Uttar Pradesh,Wheat,25.182878851040233,667.404293184489,174.05252207969176,4939.211928041415,15.181960975058415,37.0501104127424,4.047033569749668,10.592890540702669,Rice,211.25245387289183,6.683992526715185,1,66.594269637862,11.930267341597967,1,1,2023
Maharashtra,Soybean,21.333955687165332,955.7705510839646,291.15800469954013,2589.9735036353222,24.700023853790995,45.1198932986443,3.05889938143321,6.955401952088756,Sugarcane,148.8512526324269,6.683992526715185,1,66.95791206416773,12.677637864633082,1,1,2023
Andhra Pradesh,Rice,21.457262722633292,683.8711322216302,225.68735425531344,3382.688183458568,24.110152622055054,85.24538706328403,7.9871146952677705,10.41041067283029,Wheat,254.44892024485472,0.9548560752450265,0,93.70779776891047,15.482024601049428,0,1,2023
Tamil Nadu,Rice,37.43733468574581,491.3005153311562,330.69851532794524,2759.125980731288,25.65438411769613,64.89533027098531,4.4053694272255655,13.107663989269065,Sugarcane,191.96024013793033,7.638848601960212,0,71.37278747913166,5.812642338796362,0,0,2023
Tamil Nadu,Maize,23.556409511481903,1125.8343348293429,141.91257126800986,2436.1339757538904,12.64730102724416,62.008812524686974,6.3400972625628,8.36726076857586,Wheat,60.49262585151675,4.774280376225132,0,88.58766935659028,4.873218794888464,0,0,2023
Punjab,Sugarcane,26.15549718203671,389.54517162764125,297.7653745352974,5114.022823743704,14.029666442382672,65.78361598154768,3.8834115708815258,14.28306292784348,Maize,94.1892168558652,9.548560752450264,0,82.71354985357223,14.80139726714375,1,0,2023
Rajasthan,Rice,24.243990871684296,1278.2664478591373,157.89012797287427,5690.423882266764,8.491006207185938,51.96169594479092,5.901142660995708,17.224644545207717,Sugarcane,266.24849325738364,2.8645682257350793,1,99.08155014465768,2.293094199533866,0,0,2023
Madhya Pradesh,Sugarcane,26.780537736659998,726.5114094946887,191.760178139628,3221.978955729037,23.914624606833943,78.42642121917076,7.520174932272797,3.0936969636972234,Soybean,190.7249565891975,3.819424300980106,1,70.91290675520808,9.971102838133227,0,1,2023
Madhya Pradesh,Rice,21.136401224032518,320.17254434999234,170.0199644656669,4966.982853759036,6.005405526237673,61.397174958014986,4.600905837142193,9.030940456348489,Rice,287.58586912847625,8.593704677205238,1,66.33492082116801,10.820911706211428,0,1,2023
Odisha,Wheat,30.02313576765393,974.245716023621,157.00773464068678,5634.291084214308,22.232594067680793,37.004874166127735,6.351269880221796,8.160401825701623,Soybean,68.10557821517119,3.819424300980106,1,62.08151350778242,8.374077049499897,1,0,2023
Chhattisgarh,Soybean,21.100602580506116,379.970605863656,390.20378416113755,5401.326930871844,30.144643152318825,37.743907489743776,3.9395179439920827,13.749296080994561,Sugarcane,123.81515752149348,5.729136451470159,1,69.63838649125123,4.068448831434066,1,0,2023
Punjab,Rice,35.58276519992099,673.4973228364084,194.32275910342358,2363.694398018929,30.759432945696123,62.2115487901571,6.123976993593626,4.997349305158587,Wheat,98.38584330989315,7.638848601960212,1,87.3628354566157,7.802667862085945,1,1,2023
Uttar Pradesh,Sugarcane,24.38344135963546,1224.930429248057,426.9903113314853,5905.839883702166,17.9089742418142,86.19421308425035,4.682251759087551,12.805018299045525,Sugarcane,188.46007305718405,5.729136451470159,0,63.41032898547442,7.41268384933364,0,1,2023
West Bengal,Wheat,30.43723958247269,400.2428873179697,442.5165941627909,3251.490426391161,18.2075789443912,48.50112730057192,4.056041292939758,17.54978483462976,Rice,145.69820776997733,7.638848601960212,1,69.78807380598634,10.963765595197607,0,1,2023
Gujarat,Rice,37.15842525595038,1394.3538681767418,297.9043233560838,3080.0532400985303,7.086627876311925,82.1724701315531,4.565910253518176,8.362631995872453,Sugarcane,89.3183835190983,2.8645682257350793,1,94.21233472736048,14.815844497704749,1,1,2023
Haryana,Maize,32.62841639499641,324.8896403301384,142.55737103099793,1812.4046353070246,24.358347844686413,75.84573519473275,3.8942053425389966,18.220313999584402,Wheat,210.68797848988672,8.593704677205238,1,83.31811797458082,21.262232663694505,0,1,2023
West Bengal,Soybean,30.29781976138963,635.9348252956196,226.54885831954803,3752.933019350566,28.735773317014612,44.86874657441441,7.509580539189414,19.86327477866957,Soybean,184.07459144929663,8.593704677205238,0,62.780861610127815,3.165793829313031,0,0,2023
Maharashtra,Rice,26.17451420243048,1268.3577358029554,380.05478456182647,2025.7282686557264,11.964101260083343,32.18044489897455,4.985934431585644,2.1218409989590414,Maize,118.68406282407524,2.8645682257350793,0,61.90732576999053,19.17126580096815,1,1,2023
Madhya Pradesh,Wheat,26.345834215228326,724.8261024912373,223.95253882475006,2664.6886569268013,17.102192570237083,36.11083590854297,4.226396524871837,4.661063759697173,Soybean,169.94283944559444,4.774280376225132,1,62.44491501303067,6.240487062890473,1,0,2023
Haryana,Maize,32.99622162223973,450.4224498857107,122.2497490784278,2977.9393476749474,29.247119761867207,73.70963603084641,5.2420392050796645,19.007595029641863,Wheat,236.43457876029737,6.683992526715185,0,97.67500200589011,12.98641737035015,1,0,2023
Rajasthan,Wheat,39.41274539678808,781.0997510349198,292.65345378472784,5230.5212221169495,30.360601746204836,41.9801842824388,4.602680834032478,19.166553729627736,Wheat,101.31791863766463,7.638848601960212,0,93.99485714244219,12.006224429800943,0,1,2023
Andhra Pradesh,Wheat,32.84506898245507,666.1036922271318,397.2445383655837,5535.801410840688,11.921195821680554,52.27625523032363,6.72209626906663,1.95414550773517,Rice,123.22643667543227,0.0,1,93.79760168075099,12.230466103547394,0,0,2023
Chhattisgarh,Maize,30.78848068800235,1398.6718345783054,379.39972036657707,2911.645098498038,20.862257584252852,60.10194996038549,7.856099559427472,0.2999700075427336,Sugarcane,136.5277467735288,0.0,1,96.96867048974184,15.884797739664666,0,0,2023
Uttar Pradesh,Wheat,34.20507576216271,721.0856437426324,154.20932339924585,5458.909166808275,10.446869689930622,73.52809010700977,5.190168283488234,3.222000465128445,Sugarcane,236.6816093002579,6.683992526715185,1,80.21021561003641,8.381792154255763,1,1,2023
Rajasthan,Maize,28.95874625107429,1329.8341341654116,334.723973862444,5452.190196874481,7.811172036252776,36.79387339554752,7.305166999861202,19.920255667644966,Soybean,261.7306498877267,9.548560752450264,0,69.89378684573376,7.0073657693900016,1,0,2023
Rajasthan,Rice,20.952958978600247,1461.596972155638,170.6708886715133,5028.220059447267,31.34955959927098,54.38198431664769,5.829315367798097,3.5999923322137373,Maize,144.09712411040272,5.729136451470159,0,76.05392016954073,18.728061684721656,0,1,2023
Karnataka,Maize,30.877684797667268,875.2866724198781,169.8377723959712,2198.290725883097,28.71390235717555,59.10437454856172,3.7861783254711674,10.050952134440463,Maize,124.15521545847956,7.638848601960212,1,88.75456291535244,4.833239200612679,1,1,2023
Tamil Nadu,Maize,38.69107065479972,1484.727860851075,407.7462063354915,4687.83443966952,26.95493777664177,62.44962383829238,6.453113710406708,16.96835452861022,Rice,272.3616895879193,9.548560752450264,0,95.0413148608506,3.95816376507942,1,0,2023
Gujarat,Soybean,23.229026281729777,802.967453421104,181.25009874092976,5854.238905466135,6.266292101169955,79.101638483713,5.567172485629101,0.4080322137641268,Wheat,299.84123304816967,1.909712150490053,0,77.40363706798098,0.34273591340033754,0,1,2023
Haryana,Maize,33.40174401875925,1554.0210395407937,186.17553026808235,4652.195077486014,29.389339204720184,40.300691702593014,6.253032616260517,12.08977964516919,Rice,217.58840991544977,8.593704677205238,0,81.41523821528244,4.624242280122466,1,1,2023
Tamil Nadu,Maize,23.735599742918573,434.290777635967,90.92210267635583,3045.13998557551,17.589201306533607,78.46988710959734,7.448437062858325,5.540508977392486,Sugarcane,297.4951537472952,3.819424300980106,1,97.27131973105013,11.386837464093343,0,0,2023
Rajasthan,Rice,30.35454125152424,1199.385175473948,406.5118954804302,3818.9037680937854,14.807063395352776,71.57270566179913,5.2021728532802305,17.246698328794633,Wheat,214.9915694504775,1.909712150490053,1,64.29994548437716,11.825537693562632,1,1,2023
Chhattisgarh,Soybean,21.675029605809893,952.0823800802096,378.1912240186345,4483.5987563896315,20.743167586330188,63.35224885193756,7.505888116086778,5.669222985281584,Rice,233.36506800195625,3.819424300980106,1,94.49196867896495,5.587018635008932,0,0,2023
Punjab,Sugarcane,28.6655494361435,816.1908210022145,318.24261892079164,3864.657980083597,7.505016544033769,71.97167222415432,6.753345071408274,13.735114405638178,Soybean,147.1640003858784,8.593704677205238,1,66.37229929007744,1.587125050158206,1,0,2023
West Bengal,Rice,34.7093184673604,1129.8716893375267,362.83676919854724,2075.8249227685797,26.85638088132241,54.721064337099385,5.443024629389924,13.484392648947939,Sugarcane,158.24188674976335,0.0,1,79.35445401162481,16.352149883914624,0,1,2023
Karnataka,Rice,26.633792212129205,1220.9376008843813,145.83924445316325,2955.5978991895063,21.789097561622423,38.30385515808747,6.016110678289818,4.429870977192801,Maize,86.03391599734879,9.548560752450264,0,68.73692514652238,16.644973749540856,1,0,2023
Tamil Nadu,Sugarcane,32.90579544308208,325.5851247778024,256.93755986931006,5201.073689562349,10.27516776098343,69.94591441592203,4.627905662595057,0.6959839973670023,Rice,255.6875036912808,2.8645682257350793,0,84.11790522762416,21.912270173578555,1,1,2023
Maharashtra,Maize,35.485790789438425,533.7001824708295,218.08654054713728,5471.365065220035,10.322931553435325,61.48033840113733,7.917986498693871,8.184991475707946,Sugarcane,282.76475772180004,4.774280376225132,0,82.34293686833064,19.76445355878165,1,0,2023
Haryana,Wheat,38.08929817571399,1232.6994734483806,124.70162291890846,2155.2659422396837,10.207062219210778,68.36248803256653,6.33675581525198,5.783863039317394,Sugarcane,205.859533423528,0.9548560752450265,0,75.20029456963007,20.336121463025172,1,1,2023
Odisha,Soybean,24.40182214673836,1172.9738324035409,267.02424154974136,5887.956341250672,6.505854359324858,50.2799268617094,3.2192342624831496,16.179554992274173,Maize,135.91182711134962,5.729136451470159,0,94.53214059380497,17.528382356354406,1,1,2023
Haryana,Wheat,27.6564832889575,1556.5414740790368,424.6745291273718,3032.343800897175,21.945101799104627,84.41199464039016,4.633109528740044,16.007283769106905,Maize,88.50408134359157,6.683992526715185,0,86.39253281152239,13.516308751665331,0,0,2023
Andhra Pradesh,Sugarcane,22.776682416397986,1294.1289265011408,105.21615097421804,4559.566702475011,29.291007364833483,65.24219211453462,6.116572168795288,9.14047904385251,Maize,116.28905742632874,0.0,1,88.84820499847774,2.8228412625754498,0,0,2023
Andhra Pradesh,Rice,39.380018520761304,1536.9897250257816,196.40972987594347,4969.484276011466,5.356797773494084,35.12414905745243,3.2816663889961992,12.13024450646438,Rice,113.85260521296082,2.8645682257350793,1,66.02638952830674,13.665864621838576,0,1,2023
Gujarat,Rice,38.085802830578146,1219.252364834286,165.96856660897004,5244.8088581438415,6.273224286224559,56.98823944226572,3.1194209565957136,12.085190319738503,Maize,203.38197104089326,9.548560752450264,0,95.3266271190247,1.2287785209651578,1,1,2023
Telangana,Soybean,30.436156809295642,701.5071278959966,177.07049575873782,5857.561963745204,21.507977838817567,75.38136328461806,5.250121197639013,16.543162968552465,Soybean,286.2593663409011,2.8645682257350793,1,66.68160654480073,19.440975878108887,0,0,2023
Haryana,Rice,36.40647722795375,454.8672955484575,420.21097320849475,2959.515677707786,28.684471615969695,77.64807370393635,4.66345089846335,8.50004828246395,Sugarcane,62.06797173949536,3.819424300980106,0,68.91139856839841,10.580691700791984,1,1,2023
Maharashtra,Rice,30.060652070338598,1320.7351114715739,260.4726314673269,5458.031429007416,14.35167107344722,59.67582316582553,5.191493040165829,5.5089335958101815,Maize,50.255574898612,2.8645682257350793,0,65.12220553987521,15.316351648210508,1,1,2023
Tamil Nadu,Soybean,32.08901574057277,1144.5114943066906,259.8307111366761,2129.5606114282195,15.017050222650372,83.68485424987807,4.313466549400026,5.30069836281095,Sugarcane,200.0454860785814,7.638848601960212,1,77.61436831875262,1.14725948864772,0,0,2023
Tamil Nadu,Soybean,21.525769353513684,381.6782595440611,366.5765783038835,4755.235806769616,22.193738591318137,46.060106231657855,3.8235887347149045,10.723845585644083,Wheat,121.01511551992881,5.729136451470159,1,95.50836927009239,11.731979136460176,0,0,2023
Rajasthan,Sugarcane,34.69167076828046,780.8649312229232,146.72565008045237,4924.388023155083,12.82384901210147,54.635921834296,6.4457167849016885,8.98296405464425,Wheat,270.1370855847392,0.9548560752450265,0,70.09790078439438,6.615678674086255,1,1,2023
Tamil Nadu,Rice,22.28845449588965,1544.7044262579627,267.43590430436956,4630.134533524824,5.6217844650944135,83.9158146341382,5.572855581339002,8.802415419698724,Maize,131.81257697645424,0.0,1,74.95013681691813,6.257841117980337,1,0,2023
Maharashtra,Rice,36.09092723809733,960.5138784202007,246.6580853701524,2681.9758846691943,26.233395316922397,83.77540298829473,4.000771056246834,1.8227467817941445,Sugarcane,122.43440013222232,7.638848601960212,0,93.84265680301688,8.55675911345911,0,0,2023
Andhra Pradesh,Sugarcane,35.22051701856379,873.8936688697602,307.2086937651577,5524.602225809909,23.046086064149748,71.14276612948086,4.597947131299992,14.372074813803913,Wheat,117.37765530457432,0.0,0,84.71261119035557,0.014042421376435313,0,1,2023
Rajasthan,Maize,33.77212296687936,905.855883075256,453.26501847789604,2299.7878050899453,21.740258280411755,81.53883282733321,5.959039538316629,4.274733759638214,Maize,86.21320681706104,4.774280376225132,0,90.06465574585107,10.247771435974933,1,0,2023
Uttar Pradesh,Maize,20.478972564311277,587.3701386170931,369.7952648456113,1772.120891538894,26.4211694567068,35.32639601737396,3.361146741362389,3.9390726041744273,Sugarcane,195.38261856927764,0.9548560752450265,0,68.56000197744459,10.684898514730017,1,0,2023
Maharashtra,Maize,25.755404617637456,791.9455183284583,235.00704216020864,4812.131912309846,24.488244773628303,81.89969857246658,3.7372650463308976,8.255166405547868,Maize,92.0534005835525,2.8645682257350793,0,88.65959453330302,18.954167129325235,0,1,2023
Punjab,Sugarcane,24.96452108286598,793.3613078922601,390.87198844791544,3703.941798228965,10.836310363323893,49.23719439301361,3.3662280205369504,4.555566832356028,Sugarcane,156.15778994757272,4.774280376225132,1,69.10442314567089,9.849524768003919,1,0,2023
Bihar,Rice,26.882128187745817,387.01459180906363,152.6079056410073,5414.945493944933,15.100432321863813,40.69989074569298,7.061586663570594,11.677165346160308,Wheat,165.2430130639122,3.819424300980106,0,99.49255928842643,7.983617118136921,1,1,2023
Tamil Nadu,Sugarcane,21.49648489693098,1302.4871230674412,101.73550019060717,3282.2678812385266,8.515989310800382,44.36219018052278,6.762046166060046,7.42926678668943,Maize,55.12301171949361,9.548560752450264,1,82.3954462450695,21.844428831052504,0,0,2023
Andhra Pradesh,Sugarcane,38.282592986224756,853.1260386954183,164.84676890586502,2297.132267611181,8.624974444769096,55.078110480833224,6.766564659396286,8.978234451855801,Wheat,54.20181995528562,4.774280376225132,0,87.82557032172548,12.543720335272935,0,0,2023
West Bengal,Maize,30.709795564465413,1372.390843667357,214.16610389064826,5356.98812006284,24.516311043720922,45.07152027626803,6.58162671738014,10.743386432080577,Maize,180.05317218920732,1.909712150490053,1,64.73606336566012,10.378483240019184,1,1,2023
Haryana,Wheat,25.802758957514612,1408.4460454378784,275.89334224987385,4040.2324874478963,29.82190062956704,49.23405516098994,6.346927118349345,4.070710449636097,Rice,224.00868305728306,3.819424300980106,0,70.02623920166278,10.890643031032464,1,0,2023
Haryana,Rice,27.610345559174274,591.3526436126414,313.8172609821296,2392.92262245495,32.850798529703376,38.098709164298526,5.384959576890875,3.115032457310596,Wheat,285.5356205701012,0.9548560752450265,1,65.58962638257417,17.76944524805537,0,0,2023
Tamil Nadu,Maize,28.602928348785515,1161.4129552433824,420.99854251653744,4825.499512073235,23.12453956509647,47.77060593353991,6.211390817535575,17.608438057472096,Wheat,94.77982103923878,5.729136451470159,0,75.60682861086892,7.4811789451370885,1,0,2023
Punjab,Wheat,31.63460797727426,924.5211058044553,275.6297214474163,3867.145701284746,10.202776888404507,64.33702887252008,3.1918077739398734,8.674474056628421,Soybean,75.81470235902064,1.909712150490053,0,71.36543456821593,8.545879094950978,0,0,2023
Haryana,Wheat,29.956325294321374,1446.6012449065624,272.5180022158812,4293.952183603633,7.92087589666772,56.51122248546383,6.107322113283923,8.241872192650783,Wheat,63.02197673178773,0.0,1,89.31689038522276,16.59881452347163,1,0,2023
Andhra Pradesh,Soybean,37.93541646488188,596.1483250008222,108.91025923914279,3637.1846864342447,28.491197044688818,50.80312567415467,6.889388527684385,0.7122430054568296,Sugarcane,159.01039572823757,6.683992526715185,1,64.34835918512604,1.6027070435980937,0,0,2023
Gujarat,Rice,29.586417964252323,1187.6014056932484,103.348920856844,5321.573883772031,21.682098230101833,74.78712773142684,5.501791801921951,9.959526051747865,Maize,205.78684183398923,6.683992526715185,1,90.08237473801472,18.99892648688597,1,1,2023
Tamil Nadu,Wheat,39.37358549520844,1097.9231873218614,290.6130577220684,5325.483549650548,22.831863696994876,83.61059828359907,4.787566642136184,11.083394432220002,Rice,260.1383391878161,1.909712150490053,1,61.8281929855435,9.447157619668282,1,0,2023
Rajasthan,Maize,36.59209677110105,697.9861906195206,249.6301619674676,4775.147089755371,27.57818965260523,75.40735337414382,4.387133674004896,11.17681741909333,Sugarcane,220.66122057328283,5.729136451470159,1,68.0807134928957,12.765067276180357,1,0,2023
Karnataka,Soybean,23.88535031099284,494.8493688869565,395.0896949955111,2009.1860202195091,25.304029194012106,49.92004212706075,6.2140102508104125,14.140623386457687,Sugarcane,102.09019726871433,7.638848601960212,1,91.67859967858412,16.634011661062207,0,1,2023
Haryana,Rice,38.156840559238645,1154.0993883401484,148.97006282198186,5368.032362503843,29.119687319553535,74.66653007025323,6.464005993149543,3.5496366998202356,Sugarcane,165.44259159906974,6.683992526715185,0,89.7110656443158,5.842442334592353,0,1,2023
Maharashtra,Sugarcane,22.064187420906038,1265.4052890715466,99.7433213257561,4599.4048884858585,6.482919806872934,39.11881094844307,7.354837999312712,5.044462684612377,Sugarcane,277.5865865771638,1.909712150490053,0,79.05304455675454,19.55110631823201,0,1,2023
Punjab,Maize,35.920600147205846,724.0033105019627,253.56957845036035,4718.523136803894,26.590935764127757,37.81907928547746,4.7116704123049535,16.214609304608253,Rice,131.6852656193428,0.9548560752450265,0,61.99930860310207,21.503567350866813,1,0,2023
Tamil Nadu,Wheat,27.2870369106728,1145.386224341203,176.82815003990697,3188.7805722013036,29.596553727030923,50.737622222169534,6.848861536927927,18.94341233686788,Soybean,174.68259127298285,8.593704677205238,1,84.39574966677198,10.85415744229814,1,1,2023
Uttar Pradesh,Wheat,37.11682603169809,825.7679158687955,108.68222741087226,5553.161867337331,13.170628290587736,78.46214214264342,5.80677912094669,2.7186549473464128,Wheat,289.64133366092415,5.729136451470159,1,76.26896415896394,20.57494069630816,0,1,2023
West Bengal,Maize,36.9208111257004,1232.9053393264878,353.526139167004,4848.34023851073,23.476496414127205,44.78089483453811,7.414182453390396,9.952991090104364,Sugarcane,233.6770013934244,5.729136451470159,1,72.6611260079188,0.02478430514976627,0,0,2023
Odisha,Wheat,35.692830393178504,574.9957984482031,131.16437710780215,2042.1084606609568,13.985849331568327,33.795204533920774,5.639060541478104,4.2835250547917365,Wheat,236.935096410423,7.638848601960212,0,85.61642547306137,19.637268188684846,1,1,2023
Andhra Pradesh,Soybean,35.378677744703054,1459.4758292625602,311.34712948345356,3393.920205244502,32.71230043168378,37.90257211238131,5.588149141989836,1.2014633670996488,Wheat,113.0835011033069,3.819424300980106,1,77.46458248806906,6.830487550813118,1,0,2023
Punjab,Rice,25.786054743076054,687.8845784714955,192.63318068140012,5585.680014187898,5.820018146314281,81.52469811177481,5.8893854072045455,6.510066762522708,Sugarcane,153.67452957628205,2.8645682257350793,0,63.696844018127145,6.840371758167885,1,0,2023
Maharashtra,Soybean,21.363600421230927,790.7664034437391,153.6191122588061,1742.6376531402725,21.71224301640384,68.02699708483726,6.746576775712172,2.873752503684255,Soybean,70.58554077418043,6.683992526715185,1,96.63801882049378,5.008781847403537,1,0,2023
Tamil Nadu,Wheat,27.72890483870189,394.3578677810705,228.43629784362057,5929.308626780003,9.690910952680007,45.1920698021986,7.823452394142304,14.198661468684925,Wheat,201.6314667626334,2.8645682257350793,1,91.13972397813515,6.961556299825493,0,0,2023
Uttar Pradesh,Sugarcane,23.193876930310864,462.7358302129732,381.40182558074724,4636.725933415853,25.564153282242604,63.31774951969088,3.3678167710788283,10.674508273428888,Maize,75.93254113562355,2.8645682257350793,1,62.2551276516221,4.6880750123806605,0,0,2023
Andhra Pradesh,Rice,33.49950210401189,980.3036558696614,232.9132590220678,4417.887196492491,9.963942642022975,61.654777345521026,3.267173011955086,2.8766894198062176,Wheat,258.9773955514887,0.9548560752450265,0,81.00255480762783,19.892688493958595,1,1,2023
Maharashtra,Rice,26.604703177931857,662.5189103294283,363.0195487265566,2765.5266827757728,11.694412933246475,69.32615870643968,7.687751687036693,0.18483176811028734,Sugarcane,253.6384467549992,0.0,1,63.33510251594513,19.742365458275742,1,0,2023
Andhra Pradesh,Maize,39.0465297280461,1389.415284793183,136.2040366876543,2665.8425437575775,19.227575182793622,43.991253265296976,5.649378127591031,16.163140980484254,Rice,183.40127528057738,2.8645682257350793,0,93.4915943623394,2.244538238594156,1,1,2023
Maharashtra,Maize,32.43264535335399,338.80768277416956,371.0004789912797,5840.656815079403,31.45760164260699,81.86417923166385,6.07451507283468,3.5238881232849506,Wheat,85.29150829925743,5.729136451470159,1,84.52055844207888,3.1371400176716615,0,0,2023
Haryana,Sugarcane,36.02003141903253,805.2407276231769,176.63037244073587,2892.439297905963,11.005956722346438,48.56211372480077,5.412118007973644,12.12433284441532,Soybean,56.39474579879204,7.638848601960212,1,66.89796534292273,18.929741772160234,0,1,2023
Haryana,Rice,22.38354422482346,751.8026222708968,336.40292325988366,5077.927548688021,9.043332512556347,71.64789923857421,3.4682872630373724,6.738438261534911,Maize,249.1771668856431,7.638848601960212,1,60.82965371224803,8.760586655584907,1,0,2023
Tamil Nadu,Sugarcane,36.80139118762611,344.7395154141921,295.9168996894431,3326.801957793209,26.924161731134927,30.967478782332893,6.840446892093333,11.709718766300712,Maize,200.0351208033567,8.593704677205238,1,61.26324048585683,3.717169207675701,1,0,2023
Karnataka,Maize,38.00192759002622,479.19175621942674,427.7233861587828,2164.2144614141744,19.40933153158711,52.359427793648834,6.736123225442935,6.31307253964648,Rice,227.73240918697084,0.0,0,80.2946188825932,11.2141889764265,1,0,2023
Madhya Pradesh,Maize,29.390720596267087,849.4629881834271,231.18260336038512,1575.5710292186907,31.368891117081713,51.1025890775285,4.55851660746406,1.7387912138450834,Rice,125.9517814340919,3.819424300980106,1,89.37493914707096,9.149939726070553,1,1,2023
Rajasthan,Rice,31.74644626625014,950.8670758668961,114.68587627952735,4018.927299840141,9.112400563621748,62.60906571498087,4.5311962261420025,4.459000171155072,Wheat,177.37068446097862,5.729136451470159,0,64.83361805335836,4.812740039364468,1,1,2023
